"module name","license","repository"
"@babel/runtime@7.9.6","MIT","https://github.com/babel/babel"
"@hot-loader/react-dom@16.13.0","MIT","https://github.com/hot-loader/react-dom"
"@primer/octicons-react@9.6.0","MIT","https://github.com/primer/octicons"
"@reach/accordion@0.9.1","MIT","https://github.com/reach/reach-ui"
"@reach/auto-id@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/auto-id@0.9.0","MIT","https://github.com/reach/reach-ui"
"@reach/descendants@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/descendants@0.9.1","MIT","https://github.com/reach/reach-ui"
"@reach/menu-button@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/observe-rect@1.1.0","MIT","https://github.com/reach/observe-rect"
"@reach/popover@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/portal@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/rect@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/utils@0.10.0","MIT","https://github.com/reach/reach-ui"
"@reach/utils@0.9.0","MIT","https://github.com/reach/reach-ui"
"@sentry/browser@5.15.4","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/core@5.15.4","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/hub@5.15.4","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/minimal@5.15.4","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/types@5.15.4","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/utils@5.15.4","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sindresorhus/is@2.1.0","MIT","https://github.com/sindresorhus/is"
"@slimsag/react-shortcuts@1.2.1","MIT","https://github.com/Shopify/quilt"
"@sourcegraph/codeintellify@7.0.0","MIT","https://github.com/sourcegraph/codeintellify"
"@sourcegraph/event-positions@1.0.4","MIT","https://github.com/sourcegraph/event-positions"
"@sourcegraph/extension-api-classes@1.0.3","MIT","https://github.com/sourcegraph/extension-api-classes"
"@sourcegraph/extension-api-types@2.1.0","Apache-2.0","https://github.com/sourcegraph/sourcegraph"
"@sourcegraph/react-loading-spinner@0.0.7","ISC","https://github.com/sourcegraph/react-loading-spinner"
"@sqs/jsonc-parser@1.0.3","MIT","https://github.com/Microsoft/node-jsonc-parser"
"@szmarczak/http-timer@4.0.5","MIT","https://github.com/szmarczak/http-timer"
"@types/cacheable-request@6.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chrome@0.0.86","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/filesystem@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/filewriter@0.0.28","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-cache-semantics@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/keyv@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@13.13.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/responselike@1.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"agent-base@4.2.1","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@4.3.0","MIT","https://github.com/TooTallNate/node-agent-base"
"agentkeepalive@3.5.2","MIT","https://github.com/node-modules/agentkeepalive"
"ajv@5.5.2","MIT","https://github.com/epoberezkin/ajv"
"ansi-align@2.0.0","ISC","https://github.com/nexdrew/ansi-align"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansicolors@0.3.2","MIT","https://github.com/thlorenz/ansicolors"
"ansistyles@0.1.3","MIT","https://github.com/thlorenz/ansistyles"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"aproba@2.0.0","ISC","https://github.com/iarna/aproba"
"archy@1.0.0","MIT","https://github.com/substack/node-archy"
"are-we-there-yet@1.1.4","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.8.0","MIT","https://github.com/mhart/aws4"
"balanced-match@0.4.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"bin-links@1.1.6","Artistic-2.0","https://github.com/npm/bin-links"
"bluebird@3.5.5","MIT","https://github.com/petkaantonov/bluebird"
"bootstrap@4.4.1","MIT","https://github.com/twbs/bootstrap"
"boxen@1.3.0","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"buffer-from@1.0.0","MIT","https://github.com/LinusU/buffer-from"
"builtins@1.0.3","MIT","https://github.com/juliangruber/builtins"
"byline@5.0.0","MIT","https://github.com/jahewson/node-byline"
"byte-size@5.0.1","MIT","https://github.com/75lb/byte-size"
"cacache@12.0.3","ISC","https://github.com/npm/cacache"
"cacheable-lookup@2.0.0","MIT","https://github.com/szmarczak/cacheable-lookup"
"cacheable-request@7.0.1","MIT","https://github.com/lukechilds/cacheable-request"
"call-limit@1.1.1","ISC","https://github.com/iarna/call-limit"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"capture-stack-trace@1.0.0","MIT","https://github.com/floatdrop/capture-stack-trace"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@2.4.1","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chownr@1.1.3","ISC","https://github.com/isaacs/chownr"
"ci-info@1.6.0","MIT","https://github.com/watson/ci-info"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"cidr-regex@2.0.10","BSD-2-Clause","https://github.com/silverwind/cidr-regex"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"cli-boxes@1.0.0","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-columns@3.1.2","MIT","https://github.com/shannonmoeller/cli-columns"
"cli-table3@0.5.1","MIT","https://github.com/cli-table/cli-table3"
"cliui@4.1.0","ISC","https://github.com/yargs/cliui"
"clone-response@1.0.2","MIT","https://github.com/lukechilds/clone-response"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"cmd-shim@3.0.3","ISC","https://github.com/npm/cmd-shim"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"codemirror-graphql@0.11.6","MIT","https://github.com/graphql/graphiql"
"codemirror@5.48.0","MIT","https://github.com/codemirror/CodeMirror"
"color-convert@1.9.1","MIT","https://github.com/Qix-/color-convert"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"colors@1.3.3","MIT","https://github.com/Marak/colors.js"
"columnify@1.5.4","MIT","https://github.com/timoxley/columnify"
"combined-stream@1.0.6","MIT","https://github.com/felixge/node-combined-stream"
"comlink@4.3.0","Apache-2.0","https://github.com/GoogleChromeLabs/comlink"
"compute-scroll-into-view@1.0.11","MIT","https://github.com/stipsan/compute-scroll-into-view"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"config-chain@1.1.12","MIT","https://github.com/dominictarr/config-chain"
"configstore@3.1.2","BSD-2-Clause","https://github.com/yeoman/configstore"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-to-clipboard@3.3.1","MIT","https://github.com/sudodoki/copy-to-clipboard"
"core-js@2.6.11","MIT","https://github.com/zloirock/core-js"
"core-js@3.6.5","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"create-error-class@3.0.2","MIT","https://github.com/floatdrop/create-error-class"
"create-react-context@0.3.0","MIT","https://github.com/thejameskyle/create-react-context"
"cross-fetch@2.2.2","MIT","https://github.com/lquixada/cross-fetch"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"crypto-random-string@1.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"cyclist@0.2.2","MIT*","https://github.com/mafintosh/cyclist"
"d3-array@1.2.4","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-axis@1.0.12","BSD-3-Clause","https://github.com/d3/d3-axis"
"d3-collection@1.0.7","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.2.3","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-format@1.3.2","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-interpolate@1.4.0","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-path@1.0.7","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-scale@2.2.2","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-scale@3.2.1","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-selection@1.4.1","BSD-3-Clause","https://github.com/d3/d3-selection"
"d3-shape@1.3.7","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.1.3","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.0.10","BSD-3-Clause","https://github.com/d3/d3-time"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-fns@2.13.0","MIT","https://github.com/date-fns/date-fns"
"debug@3.1.0","MIT","https://github.com/visionmedia/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decimal.js-light@2.5.0","MIT","https://github.com/MikeMcl/decimal.js-light"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"decompress-response@5.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-extend@0.5.1","MIT","https://github.com/unclechu/node-deep-extend"
"defaults@1.0.3","MIT","https://github.com/tmpvar/defaults"
"defer-to-connect@2.0.0","MIT","https://github.com/szmarczak/defer-to-connect"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"delay@4.3.0","MIT","https://github.com/sindresorhus/delay"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"detect-indent@5.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-newline@2.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"dezalgo@1.0.3","ISC","https://github.com/npm/dezalgo"
"dom-confetti@0.1.1","MIT","https://github.com/daniel-lundin/dom-confetti"
"dom-helpers@3.4.0","MIT","https://github.com/jquense/dom-helpers"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype@2.0.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@3.0.0","BSD-2-Clause","https://github.com/fb55/DomHandler"
"domutils@2.0.0","BSD-2-Clause","https://github.com/fb55/domutils"
"dot-prop@4.2.0","MIT","https://github.com/sindresorhus/dot-prop"
"dotenv@5.0.1","BSD-2-Clause","https://github.com/motdotla/dotenv"
"downshift@3.4.8","MIT","https://github.com/downshift-js/downshift"
"duplexer3@0.1.4","BSD-3-Clause","https://github.com/floatdrop/duplexer3"
"duplexify@3.6.0","MIT","https://github.com/mafintosh/duplexify"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"editor@1.0.0","MIT","https://github.com/substack/node-editor"
"encoding@0.1.12","MIT","https://github.com/andris9/encoding"
"end-of-stream@1.1.0","MIT","https://github.com/mafintosh/end-of-stream"
"end-of-stream@1.4.1","MIT","https://github.com/mafintosh/end-of-stream"
"entities@2.0.0","BSD-2-Clause","https://github.com/fb55/entities"
"env-paths@1.0.0","MIT","https://github.com/sindresorhus/env-paths"
"err-code@1.1.2","MIT","https://github.com/IndigoUnited/js-err-code"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"es-abstract@1.12.0","MIT","https://github.com/ljharb/es-abstract"
"es-abstract@1.17.4","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.2.0","MIT","https://github.com/ljharb/es-to-primitive"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"es6-promise@4.2.8","MIT","https://github.com/stefanpenner/es6-promise"
"es6-promisify@5.0.0","MIT","https://github.com/digitaldesignlabs/es6-promisify"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"execa@0.7.0","MIT","https://github.com/sindresorhus/execa"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@1.1.0","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"figgy-pudding@3.5.1","ISC","https://github.com/zkat/figgy-pudding"
"find-npm-prefix@1.0.2","ISC","https://github.com/npm/find-npm-prefix"
"find-up@2.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up"
"flush-write-stream@1.0.3","MIT","https://github.com/mafintosh/flush-write-stream"
"focus-visible@5.1.0","W3C","https://github.com/WICG/focus-visible"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.3.2","MIT","https://github.com/form-data/form-data"
"from2@1.3.0","MIT","https://github.com/hughsk/from2"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"fs-minipass@1.2.7","ISC","https://github.com/npm/fs-minipass"
"fs-vacuum@1.2.10","ISC","https://github.com/npm/fs-vacuum"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"gauge@2.7.4","ISC","https://github.com/iarna/gauge"
"genfun@5.0.0","MIT","https://github.com/zkat/genfun"
"gentle-fs@2.3.0","Artistic-2.0","https://github.com/npm/gentle-fs"
"get-caller-file@1.0.2","ISC","https://github.com/stefanpenner/get-caller-file"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@5.1.0","MIT","https://github.com/sindresorhus/get-stream"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"glob@7.1.4","ISC","https://github.com/isaacs/node-glob"
"global-dirs@0.1.1","MIT","https://github.com/sindresorhus/global-dirs"
"got@10.7.0","MIT","https://github.com/sindresorhus/got"
"got@6.7.1","MIT","https://github.com/sindresorhus/got"
"graceful-fs@4.2.3","ISC","https://github.com/isaacs/node-graceful-fs"
"graphiql@0.17.5","MIT","https://github.com/graphql/graphiql"
"graphql-config@2.2.1","MIT","https://github.com/graphcool/graphql-config"
"graphql-import@0.7.1","MIT","https://github.com/graphcool/graphql-import"
"graphql-language-service-interface@2.3.3","MIT","https://github.com/graphql/graphiql"
"graphql-language-service-parser@1.5.2","MIT","https://github.com/graphql/graphiql"
"graphql-language-service-types@1.5.2","MIT","https://github.com/graphql/graphiql"
"graphql-language-service-utils@2.3.3","MIT","https://github.com/graphql/graphiql"
"graphql-request@1.8.2","MIT","https://github.com/graphcool/graphql-request"
"graphql@14.6.0","MIT","https://github.com/graphql/graphql-js"
"gud@1.0.0","MIT","https://github.com/jamiebuilds/global-unique-id"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.0","ISC","https://github.com/ahmadnassri/har-validator"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbols@1.0.0","MIT","https://github.com/ljharb/has-symbols"
"has-symbols@1.0.1","MIT","https://github.com/ljharb/has-symbols"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"highlight.js@9.18.1","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"highlightjs-graphql@1.0.1","MIT","https://github.com/dpeek/highlightjs-graphql"
"history@4.5.1","MIT","https://github.com/mjackson/history"
"hoist-non-react-statics@3.3.0","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"hosted-git-info@2.8.5","ISC","https://github.com/npm/hosted-git-info"
"htmlparser2@4.1.0","MIT","https://github.com/fb55/htmlparser2"
"http-cache-semantics@3.8.1","BSD-2-Clause","https://github.com/pornel/http-cache-semantics"
"http-cache-semantics@4.0.3","BSD-2-Clause","https://github.com/kornelski/http-cache-semantics"
"http-proxy-agent@2.1.0","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"http-signature@1.2.0","MIT","https://github.com/joyent/node-http-signature"
"https-proxy-agent@2.2.4","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"humanize-ms@1.2.1","MIT","https://github.com/node-modules/humanize-ms"
"iconv-lite@0.4.23","MIT","https://github.com/ashtuchkin/iconv-lite"
"iferr@0.1.5","MIT","https://github.com/shesek/iferr"
"iferr@1.0.2","MIT","https://github.com/shesek/iferr"
"ignore-walk@3.0.3","ISC","https://github.com/isaacs/ignore-walk"
"import-lazy@2.1.0","MIT","https://github.com/sindresorhus/import-lazy"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"infer-owner@1.0.4","ISC","https://github.com/npm/infer-owner"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.5","ISC","https://github.com/isaacs/ini"
"init-package-json@1.10.3","ISC","https://github.com/npm/init-package-json"
"invariant@2.2.4","MIT","https://github.com/zertosh/invariant"
"invert-kv@1.0.0","MIT","https://github.com/sindresorhus/invert-kv"
"ip-regex@2.1.0","MIT","https://github.com/sindresorhus/ip-regex"
"ip@1.1.5","MIT","https://github.com/indutny/node-ip"
"is-absolute-url@3.0.3","MIT","https://github.com/sindresorhus/is-absolute-url"
"is-arguments@1.0.4","MIT","https://github.com/ljharb/is-arguments"
"is-callable@1.1.4","MIT","https://github.com/ljharb/is-callable"
"is-callable@1.1.5","MIT","https://github.com/ljharb/is-callable"
"is-ci@1.1.0","MIT","https://github.com/watson/is-ci"
"is-cidr@3.0.0","BSD-2-Clause","https://github.com/silverwind/is-cidr"
"is-date-object@1.0.1","MIT","https://github.com/ljharb/is-date-object"
"is-fullwidth-code-point@1.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-installed-globally@0.1.0","MIT","https://github.com/sindresorhus/is-installed-globally"
"is-npm@1.0.0","MIT","https://github.com/sindresorhus/is-npm"
"is-obj@1.0.1","MIT","https://github.com/sindresorhus/is-obj"
"is-path-inside@1.0.1","MIT","https://github.com/sindresorhus/is-path-inside"
"is-redirect@1.0.0","MIT","https://github.com/sindresorhus/is-redirect"
"is-regex@1.0.4","MIT","https://github.com/ljharb/is-regex"
"is-regex@1.0.5","MIT","https://github.com/ljharb/is-regex"
"is-retry-allowed@1.1.0","MIT","https://github.com/floatdrop/is-retry-allowed"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-symbol@1.0.2","MIT","https://github.com/ljharb/is-symbol"
"is-symbol@1.0.3","MIT","https://github.com/inspect-js/is-symbol"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"isarray@0.0.1","MIT","https://github.com/juliangruber/isarray"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isstream@0.1.2","MIT","https://github.com/rvagg/isstream"
"iterall@1.2.2","MIT","https://github.com/leebyron/iterall"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.13.1","MIT","https://github.com/nodeca/js-yaml"
"jsbn@0.1.1","MIT","https://github.com/andyperlitch/jsbn"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors"
"json-schema-traverse@0.3.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema@0.2.3","AFLv2.1,BSD","https://github.com/kriszyp/json-schema"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"jsonparse@1.3.1","MIT","https://github.com/creationix/jsonparse"
"jsprim@1.4.1","MIT","https://github.com/joyent/node-jsprim"
"keyv@4.0.0","MIT","https://github.com/lukechilds/keyv"
"latest-version@3.1.0","MIT","https://github.com/sindresorhus/latest-version"
"lazy-property@1.0.0","MIT","https://github.com/mikolalysenko/lazy-property"
"lcid@1.0.0","MIT","https://github.com/sindresorhus/lcid"
"libcipm@4.0.7","MIT","https://github.com/npm/libcipm"
"libnpm@3.0.1","ISC","https://github.com/npm/libnpm"
"libnpmaccess@3.0.2","ISC","https://github.com/npm/libnpmaccess"
"libnpmconfig@1.2.1","ISC","https://github.com/npm/libnpmconfig"
"libnpmhook@5.0.3","ISC","https://github.com/npm/libnpmhook"
"libnpmorg@1.0.1","ISC","https://github.com/npm/libnpmorg"
"libnpmpublish@1.1.2","ISC","https://github.com/npm/libnpmpublish"
"libnpmsearch@2.0.2","ISC","https://github.com/npm/libnpmsearch"
"libnpmteam@1.0.2","ISC","https://github.com/npm/libnpmteam"
